RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,1,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,2,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,1,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,1,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,1,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,1,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,1,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,2,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,1,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,230010000102,市立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a101,高級中等學校校數及教職員數─按行政區別分-校數(單位:所),2015/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2300100002,私立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,137,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,202,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,72,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,144,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,134,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,136,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,53,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,91,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,64,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,131,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,29,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,49,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,65,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,95,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,67,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,87,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,40,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,76,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,143,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,186,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,48,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,51,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,38,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,74,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,295,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,399,,387040000E,教育局,2016/12/16 上午 09:33:34,
